Indicador,Indicador (descrição),Temas,Regionalizado por,Responsável,Interessado,Variável,Variável (descrição),Fonte checada,Forma de obtenção
288,11.01.07 Número estimado de domicílios em favelas,"Moradia e Saneamento Básico, ODS São Paulo",   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SEHAB,SEHAB,V0284,Domicílios em favela,SEHAB,HABITASAMPA
289,Número estimado de domicílios particulares permanentes,Moradia e Saneamento Básico ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SEHAB,V0281,Domicílios particulares permanentes,Seade,SEADE
290,Índice de integridade,"Gestão Pública, , Programa de Metas 2017-2020",    1 Municipio(s),CGM,CGM,V0286,Nota do índice de integridade,CGM,Envio da Secretaria
292,Proporção de Domicílios não conectados a rede geral de Água (%),Moradia e Saneamento Básico ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SEHAB,SEHAB,V0288,Domicílios não conectados à rede geral de água,IBGE,IBGE - Censo
292,Proporção de Domicílios não conectados a rede geral de Água (%),Moradia e Saneamento Básico ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SEHAB,SEHAB,V0281,Domicílios particulares permanentes,Seade,SEADE
293,Proporção de Domicílios não conectados a rede geral de Esgoto (%),Moradia e Saneamento Básico ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SEHAB,SEHAB,V0289,Domicílios não conectados à rede geral de esgoto,IBGE,IBGE - Censo
293,Proporção de Domicílios não conectados a rede geral de Esgoto (%),Moradia e Saneamento Básico ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SEHAB,SEHAB,V0281,Domicílios particulares permanentes,Seade,SEADE
294,16.0a.02 Número de visitas/rondas efetuadas pela Ronda Guardiã Maria da Penha,"ODS São Paulo, Segurança e Violência",    1 Municipio(s),SMSU,SMSU,V0290,Rondas e visitas efetuadas,SMSU / COMDEC / DOP,Site Secretaria
295,01.03.01 Quantidade de famílias que recebem recursos dos programas de transferência de renda,"Assistência Social, ODS São Paulo",   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SMADS,SMADS,V0206,Famílias que recebem recursos dos programas de transferência de renda,SMADS,Site Secretaria
299,Rendimento médio mensal dos responsáveis por domicílios (R$),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0305,Rendimento médio mensal dos responsáveis pelos domicílios (R$),IBGE,IBGE - Censo
300,Domicílios com renda per capita de até 1/2 Salário Mínimo (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0306,Domicílios particulares permanentes com renda per capita até 1/2 salário mínimo,IBGE,IBGE - Censo
300,Domicílios com renda per capita de até 1/2 Salário Mínimo (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0281,Domicílios particulares permanentes,Seade,SEADE
301,Domicílios com renda per capita de até 1/8 Salário Mínimo (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0307,Domicílios particulares permanentes com renda per capita até 1/8 salário mínimo,IBGE,IBGE - Censo
301,Domicílios com renda per capita de até 1/8 Salário Mínimo (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0281,Domicílios particulares permanentes,Seade,SEADE
302,Responsáveis por domicílios sem rendimento (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0308,Responsáveis por domicílios sem rendimento (%),IBGE,IBGE - Censo
303,Responsáveis por domicílios com rendimento de até 1/2 Salário Mínimo (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0309,Responsáveis por domicílios com rendimento de até 1/2 salário mínimo (%),IBGE,IBGE - Censo
304,Responsáveis por domicílios com rendimento de mais de 1/2 até 1 Salário Mínimo (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0310,Responsáveis por domicílios com rendimento de mais de 1/2 a 1 Salário Mínimo (%),IBGE,IBGE - Censo
305,Responsáveis por domicílios com rendimento de mais de 1 até 2 Salários Mínimos (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0311,Responsáveis por domicílios com rendimento de mais de 1 a 2 Salários Mínimos (%),IBGE,IBGE - Censo
306,Responsáveis por domicílios com rendimento de mais de 2 até 3 Salários Mínimos (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0312,Responsáveis por domicílios com rendimento de mais de 2 a 3 Salários Mínimos (%),IBGE,IBGE - Censo
307,Responsáveis por domicílios com rendimento de mais de 3 até 5 Salários Mínimos (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0313,Responsáveis por domicílios com rendimento de mais de 3 a 5 Salários Mínimos (%),IBGE,IBGE - Censo
308,Responsáveis por domicílios com rendimento de mais de 5 até 10 Salários Mínimos (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0314,Responsáveis por domicílios com rendimento de mais de 5 a 10 Salários Mínimos (%),IBGE,IBGE - Censo
309,Responsáveis por domicílios com rendimento maior que 10 Salários Mínimos (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0315,Responsáveis por domicílios com rendimento maior que 10 Salários Mínimos (%),IBGE,IBGE - Censo
310,Taxa de participação do Município de São Paulo na formalização do Microempreendedor Individual (%),Trabalho e Renda,    1 Municipio(s),CAGI,SMDET,V0322,Pessoas formalizadas como MEI - Município de São Paulo,Receita Federal,Receita Federal - Total de Microempreendedores Individuais
310,Taxa de participação do Município de São Paulo na formalização do Microempreendedor Individual (%),Trabalho e Renda,    1 Municipio(s),CAGI,SMDET,V0323,Pessoas formalizadas como MEI - Estado de São Paulo,Receita Federal,Receita Federal - Total de Microempreendedores Individuais
312,Total de jovens inscritos nos serviços públicos de intermediação de mão de obra (CATEs),Trabalho e Renda ,    1 Municipio(s),SMDET,SMDET,V0317,Jovens inscritos nos Centros de Apoio ao Trabalho e Empreendedorismo (CATE) em busca de oportunidade de emprego,Observatório do Trabalho - DIEESE,Observatório do Trabalho - DIEESE
313,Total de inscritos nos serviços públicos de intermediação de mão de obra (CATEs),Trabalho e Renda ,    1 Municipio(s),SMDET,SMDET,V0318,Total de inscritos nos Centros de Apoio ao Trabalho e Empreendedorismo (CATE) em busca de oportunidade de emprego,Observatório do Trabalho - DIEESE,Observatório do Trabalho - DIEESE
315,08.02.01 Proporção de empregos em setores de média e alta intensidade tecnológica e de conhecimento (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0325,Empregos em setores de média e alta intensidade tecnológica e de conhecimento,RAIS,RAIS - Microdados
315,08.02.01 Proporção de empregos em setores de média e alta intensidade tecnológica e de conhecimento (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0434,Empregos formais no município - Total,RAIS,RAIS - Microdados
316,Proporção de estabelecimentos formais de economia criativa em gastronomia (%),Economia,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SMDET,V0327,Estabelecimentos formais de Gastronomia,RAIS,RAIS - Microdados
316,Proporção de estabelecimentos formais de economia criativa em gastronomia (%),Economia,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SMDET,V0330,Estabelecimentos formais no município - Total,RAIS,RAIS - Microdados
317,Proporção de empregos formais de economia criativa em gastronomia (%),Trabalho e Renda,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SMDET,V0328,Empregos formais de Economia Criativa,RAIS,RAIS - Microdados
317,Proporção de empregos formais de economia criativa em gastronomia (%),Trabalho e Renda,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SMDET,V0329,Empregos formais de Gastronomia,RAIS,RAIS - Microdados
318,Proporção de estabelecimentos formais em economia criativa (%),Economia,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SMDET,V0326,Estabelecimentos formais de Economia Criativa,RAIS,RAIS - Microdados
318,Proporção de estabelecimentos formais em economia criativa (%),Economia,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SMDET,V0330,Estabelecimentos formais no município - Total,RAIS,RAIS - Microdados
319,Proporção de empregos formais em economia criativa (%),Trabalho e Renda,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SMDET,V0328,Empregos formais de Economia Criativa,RAIS,RAIS - Microdados
320,05.05.01 Diferença percentual entre o rendimento do trabalho entre mulheres e homens (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0331,Rendimento médio nominal do trabalho entre as mulheres,RAIS,RAIS - Microdados
320,05.05.01 Diferença percentual entre o rendimento do trabalho entre mulheres e homens (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0332,Rendimento médio nominal do trabalho entre os homens,RAIS,RAIS - Microdados
320,05.05.01 Diferença percentual entre o rendimento do trabalho entre mulheres e homens (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0332,Rendimento médio nominal do trabalho entre os homens,RAIS,RAIS - Microdados
321,Diferença percentual entre o rendimento do trabalho entre negros e não negros (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0333,Rendimento médio nominal do trabalho entre os negros,RAIS,RAIS - Microdados
321,Diferença percentual entre o rendimento do trabalho entre negros e não negros (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0334,Rendimento médio nominal do trabalho entre os não negros,RAIS,RAIS - Microdados
321,Diferença percentual entre o rendimento do trabalho entre negros e não negros (%),Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0334,Rendimento médio nominal do trabalho entre os não negros,RAIS,RAIS - Microdados
322,Aglomeração de empregos no Comércio - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0296,Empregos formais no Estado de São Paulo - Comércio,RAIS,RAIS - Microdados
322,Aglomeração de empregos no Comércio - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0436,Empregos formais no município - Comércio ,RAIS,RAIS - Microdados
322,Aglomeração de empregos no Comércio - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0299,Empregos formais no Estado de São Paulo - Total,RAIS,RAIS - Microdados
322,Aglomeração de empregos no Comércio - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0434,Empregos formais no município - Total,RAIS,RAIS - Microdados
323,População com 15 anos ou mais,População ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SGM,V0073,População com 15 anos ou mais,Seade,SEADE
324,População em idade escolar - 4 e 5 anos,População ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SME,V0032,População - 4 e 5 anos,Seade,SEADE
327,População total - homens,População ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SGM,V0340,População total - masculina,Seade,SEADE
328,População em idade escolar - 6 a 14 anos,População ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SME,V0030,População - 6 a 14 anos,Seade,SEADE
329,Razão de sexos,População ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SGM,V0249,População total - feminina,Seade,SEADE
329,Razão de sexos,População ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SGM,V0340,População total - masculina,Seade,SEADE
330,Índice de envelhecimento,População ,    1 Municipio(s),CAGI,SGM,V0341,População até 14 anos,Seade,SEADE
330,Índice de envelhecimento,População ,    1 Municipio(s),CAGI,SGM,V0079,População com idade igual ou superior a 60 anos de idade,Seade,SEADE
333,03.01.01 Razão de mortalidade materna (por 100 mil nascidos vivos),"ODS São Paulo, Saúde",    1 Municipio(s)    32  Subprefeitura(s),SMS,SMS,V0342,Número de óbitos de mulheres por causas e condições consideradas de morte materna,SIM,Envio da secretaria
333,03.01.01 Razão de mortalidade materna (por 100 mil nascidos vivos),"ODS São Paulo, Saúde",    1 Municipio(s)    32  Subprefeitura(s),SMS,SMS,V0017,Número de nascidos vivos,SINASC,Envio da secretaria
334,02.02.05 Proporção de nascidos vivos com peso ao nascer inferior a 2.500 gramas (%),"ODS São Paulo, Saúde",    1 Municipio(s)    32  Subprefeitura(s),SMS,SMS,V0343,Número de nascidos vivos com peso ao nascer inferior a 2.500 gramas,SMS,Envio da Secretaria
334,02.02.05 Proporção de nascidos vivos com peso ao nascer inferior a 2.500 gramas (%),"ODS São Paulo, Saúde",    1 Municipio(s)    32  Subprefeitura(s),SMS,SMS,V0017,Número de nascidos vivos,SINASC,Envio da secretaria
335,Número de Unidades Básicas de Saúde,Saúde ,    1 Municipio(s)    32  Subprefeitura(s),SMS,SMS,V0344,Unidades Básicas de Saúde,0,0
336,Número de acidentes de bicicleta,Mobilidade e Segurança no Trânsito ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0345,Acidentes de bicicleta,CET,Envio da Secretaria
337,Aglomeração de empregos na Indústria de Transformação - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0297,Empregos formais no Estado de São Paulo - Indústria,RAIS,RAIS - Microdados
337,Aglomeração de empregos na Indústria de Transformação - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0299,Empregos formais no Estado de São Paulo - Total,RAIS,RAIS - Microdados
337,Aglomeração de empregos na Indústria de Transformação - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0434,Empregos formais no município - Total,RAIS,RAIS - Microdados
337,Aglomeração de empregos na Indústria de Transformação - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0435,Empregos formais no município - Indústria,RAIS,RAIS - Microdados
338,Aglomeração de empregos na Construção Civil - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0299,Empregos formais no Estado de São Paulo - Total,RAIS,RAIS - Microdados
338,Aglomeração de empregos na Construção Civil - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0338,Empregos formais no Estado de São Paulo - Construção,RAIS,RAIS - Microdados
338,Aglomeração de empregos na Construção Civil - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0433,Empregos formais no município - Construção,RAIS,RAIS - Microdados
338,Aglomeração de empregos na Construção Civil - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0434,Empregos formais no município - Total,RAIS,RAIS - Microdados
339,Aglomeração de empregos em Serviços - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0437,Empregos formais no município - Serviços ,RAIS,RAIS - Microdados
339,Aglomeração de empregos em Serviços - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0299,Empregos formais no Estado de São Paulo - Total,RAIS,RAIS - Microdados
339,Aglomeração de empregos em Serviços - Município em relação ao Estado,Trabalho e Renda ,    1 Municipio(s),CAGI,SMDET,V0434,Empregos formais no município - Total,RAIS,RAIS - Microdados
340,09.0c.01 Número médio de acessos nas localidades atendidas pelo WiFi aberto (por 100 mil habitantes),"Direitos Humanos e Cidadania, ODS São Paulo, ",    1 Municipio(s),SMIT,SMIT,V0347,Média mensal de acessos (WiFi Livre SP),SMIT,Dados Abertos
340,09.0c.01 Número médio de acessos nas localidades atendidas pelo WiFi aberto (por 100 mil habitantes),"Direitos Humanos e Cidadania, ODS São Paulo, ",    1 Municipio(s),SMIT,SMIT,V0001,População total,Seade,SEADE
341,Livros disponíveis nos serviços municipais de leitura (por mil habitantes),"Cultura, Educação",    1 Municipio(s)    32  Subprefeitura(s),SMC,SMC,V0348,Quantidade de livros,SMC,Relatório
341,Livros disponíveis nos serviços municipais de leitura (por mil habitantes),"Cultura, Educação",    1 Municipio(s)    32  Subprefeitura(s),SMC,SMC,V0001,População total,Seade,SEADE
344,Público frequentador do Sistema Municipal de Bibliotecas,"Cultura, ",    1 Municipio(s),SMC,SMC,V0352,Número de frequentador SMB,SMC,Relatório
345,Público frequentador dos equipamentos culturais da Secretaria Municipal de Cultura,"Cultura, ",    1 Municipio(s),SMC,SMC,V0354,Número total de público frequentador equipamentos culturais,SMC,Envio da Secretaria
347,Taxa de perda primária média de consultas médicas em Unidades Básicas de Saúde (UBS) (%),Saúde ,    1 Municipio(s),SMS,SMS,V0356,Número de vagas não atendidas - consultas,SMS,Envio da Secretaria
